Similarity	English text	German sentenced	German sentence (translated)
different	The shortest player ever to play in the NBA, the 5 ft 3 in (1.60 m) Bogues played point guard for four teams during his 14-season career in the National Basketball Association.	Vom 3. August 2005 bis zur Auflösung der Mannschaft in 2007 war er Cheftrainer der Charlotte Sting in der Women’s National Basketball Association.	From August 3, 2005, until the dissolution of the team in 2007, he was head coach of the Charlotte Sting in the Women's National Basketball Association.
different	He thought that providing a stronger defense would delay an attack by South Carolina militia.	South Carolina verließ die Union am 20. Dezember 1860.	On December 20, 1860, South Carolina left the Union.
different	In 1975, the familiar striped 'Post Office' lettering was introduced, which continues to be in use by Royal Mail.	Im Jahr 1969 wurde das General Post Office von einer Regierungsbehörde mit Royal Charter in den Staatsbetrieb Post Office Corporation umgewandelt.	The General Post Office was transformed by a government authority with a Royal Charter in the State operating Post Office Corporation in 1969.
different	The Kettwig depot was closed in 1953 by the Deutsche Bundesbahn.	Über diese Ausfallstraßen verlassen die Busse Kettwig in alle Himmelsrichtungen.	On these roads, Kettwig buses leave in all directions.
different	The Kingdom of Serbia was proclaimed in 1217.	Damit war der Krieg in Serbien vorerst entschieden.	Thus, the war in Serbia was decided for the time being.
different	"Larry believed in the strength of America's values, and he fought for them around the world," said Secretary of State Hillary Clinton.	Von Mai 1981 bis Januar 1982 war er Unterstaatssekretär für Europafragen (Assistant Secretary of State for European Affairs); sein Nachfolger auf diesem Posten wurde Richard Burt.	From May 1981 to January 1982, he was Under Secretary of State for European Affairs (Assistant Secretary of State for European Affairs); his successor in that post was Richard Burt.
different	On 6 April 1941 Germany, Italy, Hungary, and Bulgaria invaded Yugoslavia, and the Luftwaffe bombed Belgrade for 3 days killing 17,000 people.	Österreich-Ungarn drohte zugunsten Bulgariens einzugreifen, wurde aber von seinen Verbündeten Deutschland und Italien zurückgehalten.	Austria-Hungary threatened to intervene in favour of Bulgaria, was detained but of its allies Germany and Italy.
different	Serbia, Russia, China, Spain, India, Brazil, Greece, Romania and other countries oppose this declaration and consider it illegal.	1912 vermittelte Russland ein Balkanbündnis zwischen Bulgarien, Griechenland und Serbien, dem sich auch Montenegro anschloss.	in 1912, Russia gave a Balkan Alliance between Bulgaria, Greece and Serbia, Montenegro joined the.
different	After the Haldane Reforms the regiment kept its association with the Post Office and continued to recruit postal workers into the Territorial Force under its new title '8th (City of London) Battalion, The London Regiment (Post Office Rifles)' in 1908.	Im 17., 18. und frühen 19. Jahrhundert befand sich das Hauptquartier der Behörde an wechselnden Orten innerhalb der City of London.	In the 17th, 18th and early 19th century was the headquarters of the authority at different locations within the City of London.
different	In 1540 the Ottoman Empire annexed Serbia.	In Serbien wurde vom Dritten Reich eine Kollaborationsregierung installiert.	In Serbia, a collaboration Government was installed by the Third Reich.
different	Serbia became an occupied land.	Serbien wurde politisch geschwächt.	Serbia has been weakened politically.
different	In 1885, Serbia was against the unification of Bulgaria and Eastern Rumelia and attacked Bulgaria.	Mazedonien sollte laut einem nicht offiziellen Einverständnis zwischen Bulgarien und Serbien aufgeteilt werden.	Macedonia should be divided according to an unofficial agreement between Bulgaria and Serbia.
different	The Thracians dominated Serbia before the Illyrian migration in the southwest.	Am 9. März 1991 kam es zu Protesten in Serbien.	On March 9, 1991, it resulted in protests in Serbia.
different	This is also known as Serbo-Bulgarian war.	Der Ausgang der Schlacht war zunächst unklar.	The outcome of the battle was initially unclear.
different	Some Serbs sided once again with Austria.	Kantakuzenos rief die Osmanen gegen die Serben zu Hilfe.	Kantakouzenos called the Ottomans against the Serbs to help.
different	Seventeen Roman Emperors were born in present-day Serbia.	Den Aufständen in Serbien standen nur unzureichende deutsche Besatzungstruppen gegenüber.	Insufficient German occupation forces faced riots in Serbia.
different	On 5 October 2000, Slobodan Milošević was forced to concede defeat after days of mass protests all across Serbia.	Im Frühjahr 1999 durchgeführte NATO-Luftangriffe zwangen Slobodan Milošević schließlich zum Einlenken.	NATO air strikes carried out in the spring of 1999 forced Slobodan Milošević eventually to the turn.
different	Prior to the war, inflation skyrocketed.	Damit war Serbien ohne Führung.	Thus, Serbia was without a guide.
different	The regiment was disbanded in 1921.	Telegrafen in Übersee fielen nicht unter dieses Gesetz.	Telegraph overseas were not covered by this law.
different	The army flotilla was detained off Morris Island by the low tide.	Sie verhängten eine Seeblockade gegen die Stadt und besetzten Folly Island westlich von Morris Island.	They imposed a naval blockade of the city and occupied folly Iceland West of Morris Iceland.
different	Medieval Serbia had a high political, economic, and cultural reputation in Europe.	Am 23. Juli stellte Österreich-Ungarn an Serbien ein Ultimatum, das bis zum Abend des 25. Juli angenommen werden müsse, in dem u. a.	On July 23 Austria-Hungary to Serbia gave an ultimatum, which must be accepted until the evening of 25 July, in which among others.
different	Despite better weapons and skilled commanders, Serbia lost the war.	Das Königreich war der Nachfolgestaat des Fürstentums Serbien.	The Kingdom was the successor State of the Principality of Serbia.
different	The invasion led to a three-year-war, which ended in 842, with a decisive Serbian victory.	Damit war die zweite Generation der Epidemie in vollem Gange.	Thus, the second generation of the epidemic was in full swing.
different	One hundred and forty seven years after it was sent, a rolled up telegraphic message was found and eventually given to a museum in Charleston, S.C.	Private Edward Galloway, einer der Verletzten, starb wenig später in einem Hospital in Charleston.	Private Edward Galloway, one of the injured later died in a hospital in Charleston.
different	Following Basil's conquest of Bulgaria in 1018, Serbia passed under Byzantine rule again.	Zuerst wurde aber Bulgarien als Verbündeter für den neuen Angriff auf Serbien gewonnen.	First, Bulgaria won but as an ally for the new attack on Serbia.
different	In Battle of Pločnik in 1386, Serbian forces defeated the Ottoman army.	Die montenegrinische Armee konnte in der Schlacht von Mojkovac vom 6./7.	The Montenegrin army in the battle of Mojkovac could by the 6/7.
different	The purpose of the Commission was to resolve unpaid Nazi-era insurance claims for survivors of the Holocaust.	And secondly, I wanted to screw up the Social Security system.“	"And secondly, I wanted to screw up the Social Security system."
different	Soon Suwałki became the fourth most populous town in the Kingdom of Poland.	Polen hat in seiner letzten Verwaltungsreform einen Landkreis Suwałki geschaffen.	Poland has created a District Suwałki in his last administrative reform.
different	Best known for his time with the Charlotte Hornets, he also played for the Washington Bullets, the Golden State Warriors, and the Toronto Raptors, and later served as head coach of the now-defunct WNBA team Charlotte Sting.	Am 11. Juli 1997 wurde Bogues zusammen mit seinem Hornets-Mitspieler Tony Delk zu den Golden State Warriors getradet.	On July 11, 1997, Bogues was together with Hornets teammate Tony Delk to the Golden State Warriors traded.
different	Two people died in the ensuing violence.	70.000 weitere Soldaten gerieten in serbische Kriegsgefangenschaft.	70,000 more troops were in Serb captivity.
different	Serbia officially applied for European Union membership on 22 December 2009.	Am 7. Dezember 2009 wurde von den Außenministern der EU ein Interimsabkommen für Handelserleichterungen mit Serbien freigegeben.	On December 7, 2009, an interim agreement for trade facilitation with Serbia has been released by the Foreign Affairs Ministers of the EU.
different	The General Post Office (GPO) was officially established in England in 1660 by Charles II and it eventually grew to combine the functions of state postal system and telecommunications carrier.	Von Anfang an hatte das General Post Office Probleme mit Piratensendern, die ohne GPO-Lizenz sendeten.	From the outset had General Post Office problems with pirate stations, which sent no GPO licence.
different	Uroš I, the son of Vukan, ruled Serbia when the Byzantines invaded Duklja, and Rascia would be next in line, but with diplomatic ties with the Kingdom of Hungary, Serbia retained its independence.	Unter Radoslav wurden anschließend Kupfermünzen geprägt, die denen der epirischen Angeloi nach in Thessaloniki geprägten Münzen nachempfunden wurden. Mit Uroš I.	See Radoslav, copper coins were minted then, were modeled after those of the epirote Angeloi to coins minted in Thessaloniki. With Uroš I.
different	Parliamentary elections were held in the Republic of Serbia on 28 December 2003.	Die sozialistische Republik Serbien wurde eine von sechs Teilrepubliken in Jugoslawien.	The Socialist Republic of Serbia became one of six constituent republics in Yugoslavia.
different	They conquered Byzantium and then the other states in the Balkans.	Byzanz ermutigte slawische Stämme, sich als Föderaten in den Provinzen des Balkans anzusiedeln.	Byzantium, Slavic tribes encouraged to settle as foederati in the provinces of the Balkans.
different	St. Germain is not associated with the Saint-Germain-des-Prés Café compilation series, though his song "Deep in It" is featured on its "Volume 1".	St Germain ist der Künstlername des französischen Musikers Ludovic Navarre (* 1973 in Saint-Germain-en-Laye), unter dem er drei Alben veröffentlicht hat.	St Germain is the stage name of the French musician Ludovic Navarre (* 1973 in Saint-Germain-en-Laye), he has released three albums under the.
different	Eagleburger died of pneumonia at the University of Virginia Medical Center in Charlottesville, Virginia.	Eagleburger erwarb seinen Bachelor- und Master-Abschluss an der University of Wisconsin in Madison.	Eagleburger earned his Bachelor's and master's degree from the University of Wisconsin in Madison.
different	The occupying Axis powers then divided Yugoslavia up.	General Nedić war im Königreich Jugoslawien Verteidigungsminister.	General Nedić served as Defense Minister in the Kingdom of Yugoslavia.
different	The Bridgeman Committee, chaired by Lord Bridgeman, was set up in 1932 to investigate criticisms of the General Post Office and reported the same year.	Damit wurde das Monopol des General Post Office auf alle Arten der elektronischen Kommunikation ausgeweitet.	Thus, the monopoly of the General Post Office has been extended to all forms of electronic communications.
different	Kettwig is a railway station in the city of Essen in western Germany on the Ruhr Valley Railway.	Nun hielten auch Eilzüge in Kettwig, sowie der Schnellzug Essen–Basel.	Now were also semi-fast trains in Kettwig, as well as the express Essen-Basel.
different	They built an overnight camp near the river Maritsa at Chernomen in today's Bulgaria, and started celebrating the victory in advance, and eventually got drunk.	1371 besiegten die Osmanen die Serben in der Schlacht an der Marica (einem Fluss im heutigen Bulgarien).	in 1371, the Ottomans defeated the Serbs at the battle of Marica (a river in the present-day Bulgaria).
different	The northernmost Ancient Macedonian city was in south Serbia (Kale-Krševica).	Während dieser Zeit war Serbien in seinen heutigen Grenzen eine Teilrepublik Jugoslawiens.	During this time, Serbia in its present borders was a constituent Republic of Yugoslavia.
different	On December 26, 1860, six days after South Carolina declared its secession, U.S. Army Major Robert Anderson abandoned the indefensible Fort Moultrie, spiking its large guns, burning its gun carriages, and taking its smaller cannon with him to be trained ...	Zum Zeitpunkt der Zerstörung im Jahr 1861 waren beide fast vollendet, Fort Moultrie war bereits von Truppen unter Major Robert Anderson bezogen.	Both were almost completed at the time of the destruction in 1861, Fort Moultrie was already covered by troops under Maj. Robert Anderson .
different	Jersey Post and Guernsey Post became independent in 1969.	Im Jahr 1969 erfolgte die Überführung dieser Behörde in den neu gegründeten Staatsbetrieb Post Office Corporation.	The transfer of this authority in the newly formed state operating Post Office Corporationtook place in 1969.
different	The U.S. Army worked to restore it as a useful military installation.	Allerdings hatten die Nordstaaten (die Union) immer noch Besitz im Süden, darunter Forts der U.S. Army.	However, the Northern States (the Union) had still owned in the South, including Fort of U.S. Army.
different	For the more recent history of the postal system in the United Kingdom, see the article Royal Mail and Post Office Ltd.	Genau wie bei der Post war nun alles vom General Post Office unter der Royal Charter lizenziert.	Just like at the post, everything from the General Post Office, the Royal Charter was now licensed.
different	Over two years later, Schweizer released a new variant, the Schweizer 333.	Die Schweizer 333 ist ein viersitziger, einmotoriger Hubschrauber der US-amerikanischen Firma Schweizer Aircraft Corporation mit Turbinenantrieb.	The Swiss 333 is a four-seater, single-engine helicopter of the U.S. company Schweizer Aircraft Corporation with turbine drive.
different	Medieval Bosnia and Zeta lasted until 1496.	Zeta hatte weiterhin die Familie Balšić.	Zeta continued to have the family Balšić.
different	The Bridgeman Committee, chaired by Lord Bridgeman, was set up in 1932 to investigate criticisms of the General Post Office and reported the same year.	Zur Verfolgung der Piratensender schuf das General Post Office eine Gruppe von Ermittlern mit Peilwagen.	To prosecute the pirate radio station, the General Post Office created a group of investigators with sounding car.
different	But, the Battle of Kosovo in 1389 was the turning point of the war between the Serbs and the Turks.	1371 besiegten die Osmanen die Serben in der Schlacht an der Marica (einem Fluss im heutigen Bulgarien).	in 1371, the Ottomans defeated the Serbs at the battle of Marica (a river in the present-day Bulgaria).
different	Cortese eventually ended the season fourth in the championship.	Im Mai 2011 gründete er die Sandro Cortese Junior Bike Schule, in der er sich um Nachwuchsrennfahrer kümmert.	In May 2011, he founded the Sandro Cortese junior bike school, where he taking care of young racing driver.
different	With his hands tied by war in Anatolia, Basil II required allies for his war against Tsar Samuel, who had much of Macedonia.	Darüber hinaus war in den Regularien von Zar Dušans Zakonik bestimmt worden, das 1000 Haushalte für den Unterhalt von 50 Mönchen zuständig wären.	In addition Dušans Zakonik was been determined in the regulations by ZAR 1000 households for maintenance of 50 monks were responsible.
different	In 2003, it was reconstituted as a political union called the State Union of Serbia and Montenegro (SCG).	Nördlich dieser noch ausstehenden Verbindungstrasse lag Serbien, südlich Montenegro.	North this outstanding route was Serbia, South Montenegro.
different	This is also known as Serbo-Bulgarian war.	General Nedić war im Königreich Jugoslawien Verteidigungsminister.	General Nedić served as Defense Minister in the Kingdom of Yugoslavia.
different	Seventeen Roman Emperors were born in present-day Serbia.	Am 9. März 1991 kam es zu Protesten in Serbien.	On March 9, 1991, it resulted in protests in Serbia.
different	Following Basil's conquest of Bulgaria in 1018, Serbia passed under Byzantine rule again.	Mazedonien sollte laut einem nicht offiziellen Einverständnis zwischen Bulgarien und Serbien aufgeteilt werden.	Macedonia should be divided according to an unofficial agreement between Bulgaria and Serbia.
different	The Bridgeman Committee, chaired by Lord Bridgeman, was set up in 1932 to investigate criticisms of the General Post Office and reported the same year.	Das General Post Office errichtete ein Netzwerk von Postämtern, auf denen Absender Sendungen aufgeben konnten.	The General Post Office built a network of post offices where senders could give up broadcasts.
different	With the end of World War I and the collapse of both the Austro-Hungarian and Ottoman Empires the conditions were met for proclaiming the Kingdom of Serbs, Croats and Slovenes in December 1918.	Das Ziel war in einem historisches Ideal in der Vereinigung mit den „Brüdervölkern“ – Serben, Kroaten und Slowenen definiert worden.	The goal was defined in a historic ideal of the association with the "brother peoples" - Serbs, Croats and Slovenes.
different	The Thracians dominated Serbia before the Illyrian migration in the southwest.	Den Aufständen in Serbien standen nur unzureichende deutsche Besatzungstruppen gegenüber.	Insufficient German occupation forces faced riots in Serbia.
different	After the Partitions of Poland in 1794 the area was annexed by Prussia.	Bei der Dritten Teilung Polens kam Suwałki zu Preußen, wurde 1807 mit dem Herzogtum Warschau vereinigt und kam gemeinsam mit „Kongresspolen“ 1815 zum russischen Zarenreich.	During the third partition of Poland , Suwałki passed to Prussia, was United with the Duchy of Warsaw in 1807 and 1815 came to the Russian Empiretogether with "Congress Poland".
different	In 2009, Cortese rode for the Finnish Ajo Motorsport team that took Di Meglio to his 125cc World Championship.	Am Ende der Saison 2011 erreichte Cortese mit 225 Punkten den vierten Gesamtrang in der 125-cm³-Weltmeisterschaft.	At the end of the 2011 season Cortese reached with 225 points ranked fourth overall in the 125-cm ³ - World Championship.
different	In 1345, the Serbian Empire was established: it spanned a large part of the Balkans.	Aus den Balkankriegen ging Serbien als politisch gestärkte Macht hervor.	Serbia emerged politically strengthened power of the Balkan wars.
different	In the second half of 19th century, Serbia gained statehood as the Kingdom of Serbia.	Seit dem 6. Jahrhundert siedelten sich Serben auf dem Gebiet des heutigen Serbien an.	Since the 6th century, Serbs settled on the territory of today's Serbia.
different	Byzantine military presence ended soon thereafter with the wars with Bulgaria, and was re-established only ca.	Österreich-Ungarn drohte zugunsten Bulgariens einzugreifen, wurde aber von seinen Verbündeten Deutschland und Italien zurückgehalten.	Austria-Hungary threatened to intervene in favour of Bulgaria, was detained but of its allies Germany and Italy.
different	Around the 7th century, Slavs appeared on the Byzantine borders in great numbers.	Später kam zusätzlich noch der Aspra auf, als im byzantinischen Bereich keine Goldmünzen mehr geprägt wurden.	Additionally the Aspra came up later, as in the Byzantine area, no gold coins were minted.
different	Slovenia was divided between Germany and Italy, which also seized the islands in the Adriatic.	Außerdem waren im Land Seuchen ausgebrochen, die ab 1915 die Zivilbevölkerung und Armee dezimierten.	Also, diseases were erupted in the country, which decimated the civilian population and army in 1915.
different	Contemporary Serbia comprises the classical regions of Moesia, Pannonia, parts of Dalmatia, Dacia and Macedonia.	1882 wurde das Fürstentum Serbien zum Königreich Serbien erhoben, das zunächst im Wesentlichen nur das heutige Zentralserbien umfasste.	in 1882, the Principality was raised Serbia to the Kingdom of Serbia comprising essentially only the present-day central Serbia .
different	It was organized by Vuk Drašković's Serbian Renewal Movement (SPO).	Von ihnen war das weitgehend selbstständige serbische Fürstentum das bedeutendste.	The largely autonomous Serbian Principality was the most important of them.
different	Over the 13th and 14th centuries, it ruled over the other Serb lands (the Hum, Travunia and Duklja/Zeta.	Im 11. Jahrhundert gab es das erste in größerem Rahmen anerkannte serbische Königtum unter Mihailo von Zeta.	In the 11th century, there was the first Serb Kingdom recognized broader under Mihailo of Zeta.
different	The new President of Montenegro is Filip Vujanović.	Die montenegrinischen Truppen spielten kaum eine Rolle.	The Montenegrin troops played hardly any role.
different	This applied to telegraph and telephone switching stations.	Um 1870 wurde für die Telegrafenabteilung ein eigener Flügel angebaut.	A separate wing for the Telegraph Department was built around 1870.
different	In Battle of Pločnik in 1386, Serbian forces defeated the Ottoman army.	Selbst der serbische Regent schrieb hierzu dem britischen König zwei Memoranden.	Even the Serbian Regent wrote two memoranda, the British King.
different	Then, under Prime Minister Ante Markovic, things began to improve.	Der Ministerpräsident Serbiens ist seit Juli 2012 Ivica Dačić.	Serbia's Prime Minister has since July 2012 Ivica Dačić.
different	In 1905, Kettwig was upgraded to a 1st class station, with express trains like the Essen to Basel service calling at the station.	1977 wurde der Bahnhof Kettwig wird als selbstständige Dienststelle aufgelöst, auch bedingt durch die Eingemeindung Kettwigs zu Essen, die Bahnhofshalle wurde geschlossen.	1977 was Kettwig railway station is resolved as an independent Department, also due to the incorporation of Kettwigs to eat, the station Hall was closed.
different	Serbia's strategic location between two continents has subjected it to invasions by many peoples.	Er plante eine Verbindung zwischen Konstantinopel und dem österreichischen Eisenbahnnetz.	He planned a connection between Constantinople and the Austrian railway network.
different	Most of the territory of modern Serbia was occupied by the German army and was governed by the German Military Administration in Serbia.	1882 wurde das Fürstentum Serbien zum Königreich Serbien erhoben, das zunächst im Wesentlichen nur das heutige Zentralserbien umfasste.	in 1882, the Principality was raised Serbia to the Kingdom of Serbia comprising essentially only the present-day central Serbia .
different	Jovan Nenad was killed and his 'state' collapsed.	Das führte zum endgültigen militärischen Zusammenbruch Bulgariens.	That led to a final military collapse in Bulgaria.
different	In Battle of Pločnik in 1386, Serbian forces defeated the Ottoman army.	In Europa verbreitete sich das Gerücht über eine Niederlage der Osmanen.	In Europe spread the rumor about a defeat of the Ottoman Empire.
different	Medieval Serbia had a high political, economic, and cultural reputation in Europe.	Manche der serbischen Einwanderer nahmen die griechische Kultur an, die meisten aber bewahrten ihre slawisch-serbische Identität.	Some of Serbian immigrants adopted the Greek culture, but most kept their Slav-Serb identity.
different	Having recuperated on Corfu the Serbian Army returned to combat on the Thessaloniki front together with other Entente forces.	Selbst nach dem Abtransport der serbischen Armee mitsamt der serbischen Regierung nach Korfu, starben viele an den Folgen der Entbehrungen auf der Flucht.	Even after the removal of the Serbian army and the Serbian Government to Corfu, many from the effects of deprivation on the flight died.
different	The northern territories were annexed by Hungary, and eastern and southern territories by Bulgaria.	Mit dem osmanischen Sieg über Ungarn bei Mohács 1526 war auch das Ende des serbischen Fürstentums in Ungarn entschieden.	With the Ottoman victory over Hungary at Mohács in 1526 , the end of the Serbian Principality of Hungary was decided.
different	In 1918, Serbia was recognized as a state by the world for the first time.	In Serbien wurde vom Dritten Reich eine Kollaborationsregierung installiert.	In Serbia, a collaboration Government was installed by the Third Reich.
different	Soon the Croats, Bulgarians and Byzantines annexed the Serbian territories.	Eine Verbindung von Belgrad mit Kotor blieb in den 1890er Jahren der eigentliche Wunschtraum der Serbischen Eisenbahnen.	A connection of Belgrade with Kotor remained the real dream of Serbian railways in the 1890s.
different	In 1918, Serbia was recognized as a state by the world for the first time.	Serbien wurde zum Vasallenstaat der Osmanen.	Serbia became a vassal state of the Ottoman Empire.
different	The Battle of Kosovo defined the fate of the medieval Serbia.	Serbischen Münzen nutzten sowohl westliche als auch östliche Bezeichnungen.	Both Western and Eastern names used Serbian coins.
different	The Serbian realms disappeared by the mid-16th century, torn by domestic feuds, and Ottoman conquest.	Eine Folge blieb der bis um 25 % gestiegene Silberpreis, welcher auch bis zum Abschluss der osmanischen Eroberungen verlieren würde.	A result was the price of silver increased by up to 25%, which would lose up to the end of the Ottoman conquests.
different	From late 12th century onwards, a new state called Raska, centred in present-day southern Serbia, rose to become the paramount Serb state.	Andere folgten dem Ruf der russischen Zarin Katharina der Großen und siedelten in der heutigen Ukraine, wo es zwei serbische Provinzen gab: Nova Serbia (russ.	Others answered the call of the Russian Empress Catherine of the great and settled in the present-day Ukraine, where there were two Serbian provinces: Nova Serbia (russ.
different	A pre-term parliamentary election was held on 11 May 2008, barely a year after the previous one.	Bei den Parlamentswahlen im Dezember 2000 errang die DOS eine Zweidrittelmehrheit im Parlament.	In the parliamentary election in December 2000, the DOS won a two-thirds majority in the Parliament.
different	The northern territories were annexed by Hungary, and eastern and southern territories by Bulgaria.	Die Grenzen eines eigentlichen serbischen Territoriums wurden erst verhältnismäßig spät, nämlich im 15. Jahrhundert umrissen.	The boundaries of an actual Serb territory have only relatively late, outlined in the 15th century.
different	Similar General Post Offices were established across the British Empire.	Diese Konkurrenz war sich sehr wohl der Tatsache bewusst, dass das General Post Office niemals eine solche gewähren würde.	This competition was aware that the General Post Office would never grant such very well the fact.
different	Under the Post Office Act 1969, the assets of the Post Office were transferred from a government department with a Royal Charter to a statutory corporation.	Das General Post Office errichtete ein Netzwerk von Postämtern, auf denen Absender Sendungen aufgeben konnten.	The General Post Office built a network of post offices where senders could give up broadcasts.
different	During the Revolutions of 1848, the Serbs in the Austrian Empire proclaimed Serbian autonomous province known as Serbian Vojvodina.	Im Jahr 1972 ereignete sich die letzte Pocken-Epidemie in Europa mit Ausbreitungsherden im Süden Serbiens in der autonomen Provinz Kosovo sowie in Belgrad.	The last smallpoxepidemic in Europe with spread herds in southern of Serbia, in the autonomous province of Kosovo and in Belgrade took place in 1972.
different	Uroš II initially fought the Byzantines, but after a defeat soon gives oaths of servitude to the Emperor.	Dušans Reich wurde nach byzantinischem Muster unter Führung des serbischen Adels verwaltet.	Dušans Kingdom administered after Byzantine pattern under the leadership of the Serbian nobility.
different	Overseas telegraphs did not fall within the monopoly.	Um 1870 wurde für die Telegrafenabteilung ein eigener Flügel angebaut.	A separate wing for the Telegraph Department was built around 1870.
different	Contemporary Serbia comprises the classical regions of Moesia, Pannonia, parts of Dalmatia, Dacia and Macedonia.	Unter ihm stieg Serbien zur dominierenden Macht auf dem Balkan auf, unter anderem durch Gebietsgewinne in Makedonien.	Under him Serbia became the dominant power in the Balkans, inter alia by area gains in Macedonia.
different	The aides waited for hours while Anderson considered his alternatives and played for time.	Anfängliche Bestrebungen einer Wiederherstellung kamen bald zum Erliegen, und das Fort wurde nur teilweise instand gesetzt.	Initial efforts of a recovery soon ground to a halt, and the Fort was repaired only in part.
different	In 1969 the GPO was abolished and the assets transferred to The Post Office, changing it from a Department of State to a statutory corporation.	Von Anfang an hatte das General Post Office Probleme mit Piratensendern, die ohne GPO-Lizenz sendeten.	From the outset had General Post Office problems with pirate stations, which sent no GPO licence.
different	‘M’ Company, 24th Middlesex Rifle Volunteers Corps, was formed in Royal Warrant in 1882 as the Army Post Office Corps (APOC).	Im Jahr 1969 wurde das General Post Office von einer Regierungsbehörde mit Royal Charter in den Staatsbetrieb Post Office Corporation umgewandelt.	The General Post Office was transformed by a government authority with a Royal Charter in the State operating Post Office Corporation in 1969.
different	On 12 March 2003, Serbian Prime Minister Zoran Đinđić was assassinated.	Der Ministerpräsident Serbiens ist seit Juli 2012 Ivica Dačić.	Serbia's Prime Minister has since July 2012 Ivica Dačić.
different	Lazar's vassal Obilić killed the Ottoman sultan Murad I.	Serbien wurde zum Vasallenstaat der Osmanen.	Serbia became a vassal state of the Ottoman Empire.
different	Serbia became an occupied land.	Im besetzten Serbien leisteten Aufständische mit Partisanenaktionen heftigen Widerstand, den die Besatzer ihrerseits mit Gräueltaten vergalten.	Insurgents with partisan actions were fierce resistance, the occupying forces did their part with atrocities in the occupied Serbia.
different	Lucile also specialised in dressing trendsetting stage and film performers, ranging from the stars of the Ziegfeld Follies on Broadway to silent screen icons like Mary Pickford and Irene Castle.	Die Bezeichnung „It girl“ kam zum ersten Mal in den USA für den Stummfilm-Star Clara Bow auf („Amerikas erstes Sex-Symbol“), nachdem sie 1927 die Hauptrolle in dem Film It (deutscher Titel: Das gewisse Etwas) nach dem Erfolgsroman It von Elinor ...	The term "it girl" came for the first time in the United States for the silent film star Clara Bow on ("America's first sex symbol"), after she 1927 starred in the film it (German title: something) had played after the successful novel it by Elinor Glyn .
different	This point is called the far point of the eye.	Damit ist der Nahpunkt eine individuelle Größe, die stark differieren kann.	Thus, the near point is an individual size that can vary greatly.
different	It has a catholic monastery, the Nütschau Priory, which is a former manor of Heinrich Rantzau.	Im Ortsteil Nütschau wird das etwa 450 Jahre alte Herrenhaus als Benediktinerkloster genutzt.	The village of Nütschau used the roughly 450 year-old Manor House as a Benedictine monastery .
different	Like rainbowfish, they spawn all year round, and attach their eggs to vegetation.	Die Pseudomugilidae wurden früher als Unterfamilie in die Familie der Regenbogenfische (Melanotaeniidae) gestellt.	The Pseudomugilidae made earlier as a subfamily in the family of the Rainbow fish (Melanotaeniidae).
different	Blue-eyes are small fish, typically no more than 5 cm (2.0 in) in length.	Die relativ großen Augen sind nahezu bei allen Arten kräftig blau.	The relatively large eyes are almost at all types of strong blue.
different	Blue-eyes are small fish, typically no more than 5 cm (2.0 in) in length.	Einige Arten erreichen bis 8 Zentimeter Länge (Männchen).	Some species can reach up to 8 inches in length (male).
different	The Schweizer 300/333 models fill a gap in the Sikorsky helicopter line, which is known for its medium and heavy utility and cargo helicopters.	Basierend auf der Schweizer 300C wurde die S-330 (Modell 269D) mit einer 220 SHP starken Turbine versehen, und von der US-amerikanischen Luftfahrtbehörde FAA am 14. September 1992 zugelassen.	Based on the Schweizer 300 C the S-330 (model 269D) was with a 220 SHP provided strong turbine, and approved by the American aviation authority FAA on September 14, 1992.
different	Travenbrück is a municipality in the district of Stormarn, in Schleswig-Holstein, Germany.	Dies war die erste Neugründung in Norddeutschland seit der Reformation.	This was the first establishment in Northern Germany since the Reformation.
different	Suwałki is called the "Polish pole of cold" because it has the lowest average temperature in the whole of Poland, excepting mountain resorts.	Polen hat in seiner letzten Verwaltungsreform einen Landkreis Suwałki geschaffen.	Poland has created a District Suwałki in his last administrative reform.
different	At the Battle of Kolin he led the left wing, which, through a misunderstanding with the King, was prematurely drawn into action and failed hopelessly.	1758 nahm er an beiden großen Schlachten teil, wobei er sich das Zurückweichen des linken preußischen Flügels bei Zorndorf wenigstens teilweise anrechnen lassen muss.	in 1758 he participated in two major battles, whereby he must at least partly pay off the retreat of the Prussian left wing at Zorndorf.
different	They inhabit fresh and brackish water in Australia and New Guinea.	Blauaugen ernähren sich von Stechmückenlarven und anderen Insekten von der Wasseroberfläche.	Blue eyes feed on mosquito larvae and other insects from the water surface.
different	Suwałki is the largest city and the capital of the historical Suwałki Region.	Bis 1795 gehörte die Stadt Suwałki zum Großfürstentum Polen-Litauen.	Until 1795, the city of Suwałki belonged to the Grand Duchy of Poland Lithuania.
different	It was released as the second single from the album Sorry for Party Rocking (2011).	Das Lied war nicht ganz so erfolgreich wie der Vorgänger Party Rock Anthem.	The song was not as successful as its predecessor party rock anthem.
